Item Code,Case Weight,Cases Shipped,Cases Damaged
948131,10,0,0
948136,1.02,0,0
948138,1.02,0,0
948145,34.56,58,0
948179,28.61,469,0
948183,33,1784,0
948204,17.3,1739,0
948205,17.16,416,0
948211,23,38,0
948230,6.6,247,0
948254,21,646,0
948667,28.6,1729,0
948722,43.5,785,0
948729,33,1247,0
948747,1.01,0,0
948756,32,9649,3
948818,42.43,960,0
948845,32,3050,0
948848,13,1152,0
948876,26,32,0
948894,19,1294,0
948907,33.9,395,0
948918,35,2587,1
948922,12,299,0
948947,22,1080,0
948953,50.8,329,0
948964,15.88,893,0
949074,12,3198,1
949129,53,1094,0
949152,1.05,0,0
949161,26.25,3182,0
949182,33.47,1809,1
949192,6.7,571,0
949201,15.73,327,0
949363,10.5,55,0
949374,15.73,597,0
949385,34,843,0
950873,5.82,119,0
978593,4.5,9,0
980045,17.1,15,0
980066,52.55,476,0
980147,6,15,0
981327,14,19,0
981904,46.2,2,0
982010,14.43,774,0
982469,32.25,13,0
984547,11.5,111,0
985306,31.55,324,0
986413,6.1,9,0
988564,14,37,0
